# k  s  name x   px    y   py   delta ct
#
    0begin            2.74369e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  0.00000e+00
    1dh0              3.68247e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  9.47640e-08
    2ge               3.68247e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  9.47640e-08
    3gs               3.68247e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  9.47640e-08
    4sh1              3.72284e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  9.88399e-08
    5dh1a             3.75817e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.02406e-07
    6bpm              3.75817e-03  2.07339e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.02406e-07
    7qh1              3.85095e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.20823e-07
    8dh2a             3.93626e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.43930e-07
    9sq1h             3.99043e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.58602e-07
   10hcm              3.99043e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.58602e-07
   11vcm              3.99043e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.58602e-07
   12sq1h             4.04460e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.73273e-07
   13dh2b             4.12992e-03  5.56318e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.96381e-07
   14sh2              4.23294e-03  5.01282e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.22939e-07
   15dh2c             4.30616e-03  5.01282e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.40807e-07
   16qh2              4.00652e-03 -2.01020e-03  0.00000e+00  0.00000e+00  2.70000e-02  4.53256e-07
   17dh3a             3.63463e-03 -2.01020e-03  0.00000e+00  0.00000e+00  2.70000e-02  8.17224e-07
   18sh3              3.24794e-03 -1.96280e-03  0.00000e+00  0.00000e+00  2.70000e-02  1.19105e-06
   19dh3b             2.87526e-03 -1.96280e-03  0.00000e+00  0.00000e+00  2.70000e-02  1.54719e-06
   20qh3              2.54611e-03 -7.65879e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.77798e-06
   21bpm              2.54611e-03 -7.65879e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.77798e-06
   22dh4a             2.41561e-03 -7.65879e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.82664e-06
   23sh4              2.26583e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.88273e-06
   24dh4b             2.19063e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.91100e-06
   25dfch             2.07784e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.95340e-06
   26hcm              2.07784e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.95340e-06
   27vcm              2.07784e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.95340e-06
   28dfch             1.96505e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.99581e-06
   29ge               1.96505e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  1.99581e-06
   30dh4c             1.82970e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.04670e-06
   31gs               1.82970e-03 -7.72238e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.04670e-06
   32b1               3.46649e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.17925e-04
   33dm1a             4.19781e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.18658e-04
   34dfch             4.49835e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.18959e-04
   35hcm              4.49835e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.18959e-04
   36vcm              4.49835e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.18959e-04
   37dfch             4.79889e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.19260e-04
   38dm1b             5.42001e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.19882e-04
   39ge               5.42001e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.19882e-04
   40gs               5.42001e-03  2.05771e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.19882e-04
   41qm1              6.06169e-03  3.23633e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.20719e-04
   42dm2a             6.69194e-03  3.23633e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.21712e-04
   43sm1              7.33263e-03  3.34693e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.22739e-04
   44dm2b             9.51612e-03  3.34693e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.26297e-04
   45bpm              9.51612e-03  3.34693e-03  0.00000e+00  0.00000e+00  2.70000e-02  2.26297e-04
   46qm2              9.92043e-03 -4.85253e-05  0.00000e+00  0.00000e+00  2.70000e-02  2.26738e-04
   47dm2c             9.91098e-03 -4.85253e-05  0.00000e+00  0.00000e+00  2.70000e-02  2.26738e-04
   48sm2h             9.89574e-03 -2.01833e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.26739e-04
   49mp               9.89574e-03 -2.01833e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.26739e-04
   50sm2h             9.86188e-03 -3.54381e-04  0.00000e+00  0.00000e+00  2.70000e-02  2.26744e-04
