# TRACY II v. 2.6 -- fmap.out -- Thu Jun 12 14:50:18 2008 
# nu = f(x) 
#    x[mm]          z[mm]           fx             fz            dfx            dfz      D=log_10(sqrt(df_x^2+df_y^2))
 -2.318305e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.318305e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   1.000000e-03   1.428571e-01   1.757458e-01  -2.975344e-10  -4.975557e-06  -5.303158e+00
 -2.291188e+01   1.370306e+00   1.428572e-01   1.758810e-01   2.162868e-08  -2.033810e-06  -5.691665e+00
 -2.291188e+01   1.937492e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   2.372708e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   2.739613e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   3.062862e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   3.355102e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   3.623844e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   4.744416e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.291188e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   1.000000e-03   1.428571e-01   1.756322e-01  -1.748272e-10   1.948887e-07  -6.710213e+00
 -2.263746e+01   1.370306e+00   1.428571e-01   1.759289e-01   5.848891e-10   1.618695e-07  -6.790832e+00
 -2.263746e+01   1.937492e+00   1.428572e-01   1.760894e-01  -1.469315e-08  -3.844120e-07  -6.414886e+00
 -2.263746e+01   2.372708e+00   1.428572e-01   1.762153e-01  -4.321316e-08   4.021785e-05  -4.395581e+00
 -2.263746e+01   2.739613e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   3.062862e+00   1.419774e-01   1.761625e-01  -8.795816e-04  -4.956705e-04  -2.995838e+00
 -2.263746e+01   3.355102e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   3.623844e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   4.744416e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.263746e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   1.000000e-03   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   1.370306e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   1.937492e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   2.372708e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   2.739613e+00   1.428313e-01   1.763175e-01   1.695795e-02   1.034631e-02  -1.701911e+00
 -2.235968e+01   3.062862e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   3.355102e+00   1.200420e-01   1.622235e-01  -1.336055e-02  -7.416572e-03  -1.815847e+00
 -2.235968e+01   3.623844e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   4.744416e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.235968e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   1.000000e-03   1.253437e-01   1.654385e-01   3.279260e-04   3.292805e-04  -3.332812e+00
 -2.207840e+01   1.370306e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   1.937492e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   2.372708e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   2.739613e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   3.062862e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   3.355102e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   3.623844e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   4.744416e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.207840e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   1.000000e-03   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   1.370306e+00   1.332510e-01   1.700751e-01  -9.666317e-03  -5.333735e-03  -1.957022e+00
 -2.179349e+01   1.937492e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   2.372708e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   2.739613e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   3.062862e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   3.355102e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   3.623844e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   4.744416e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.179349e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   1.000000e-03   1.436713e-01   1.755564e-01   1.846246e-02   1.034582e-02  -1.674410e+00
 -2.150481e+01   1.370306e+00   1.252061e-01   1.652435e-01   1.125097e-04  -5.690805e-07  -3.948805e+00
 -2.150481e+01   1.937492e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   2.372708e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   2.739613e+00   1.250827e-01   1.649964e-01   2.690228e-04  -1.034657e-03  -2.970998e+00
 -2.150481e+01   3.062862e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   3.355102e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   3.623844e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   4.744416e+00   1.170664e-01   1.615886e-01   3.896022e-03   3.375162e-03  -2.287798e+00
 -2.150481e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.150481e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   1.000000e-03   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   1.370306e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   1.937492e+00   1.252269e-01   1.654880e-01  -4.439522e-05   9.023118e-05  -3.997569e+00
 -2.121220e+01   2.372708e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   2.739613e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   3.062862e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   3.355102e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   3.623844e+00   1.318030e-01   1.685049e-01   1.582616e-02   8.677174e-03  -1.743551e+00
 -2.121220e+01   3.873983e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   4.108919e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   4.331127e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   4.542476e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   4.744416e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   4.938104e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   5.124475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   5.304301e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   5.478226e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   5.646795e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   5.810475e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   5.969668e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.124724e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.275950e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.423616e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.567963e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.709204e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.847532e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   6.983120e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   7.116125e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   7.246688e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   7.374941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.121220e+01   7.501000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00  -2.000000e+00
 -2.091550e+01   1.000000e-03   1.192508e-01   1.614841e-01  -2.450790e-08  -7.932295e-08  -7.080803e+00
 -2.091550e+01   1.370306e+00   1.199768e-01   1.620140e-01   6.969966e-04   3.978270e-04  -3.095533e+00
 -2.091550e+01   1.937492e+00   1.197436e-01   1.619748e-01  -5.254122e-03  -3.454545e-03  -2.201483e+00
